Sample	Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2814259	2814993	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2845458	2846192	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2914172	2914906	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2965860	2966594	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3009281	3009825	2725	727
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3189492	3190226	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3192465	3193199	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3229626	3230170	604	234
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3243529	3244263	209	81
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3264057	3264791	1	1
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3370840	3371894	379	99
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3423299	3424033	40	16
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3585192	3585926	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3624887	3625621	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3689041	3689775	1	1
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3690787	3691331	100	33
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3763406	3764140	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3813584	3814318	3	3
3-1-16	BOOTSTRAP1	NZ_JH724079.1	3982480	3983214	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	4000331	4000875	40	16
3-1-16	BOOTSTRAP1	NZ_JH724080.1	96489	97542	227	71
3-1-16	BOOTSTRAP1	NZ_JH724080.1	133931	134665	0	0
3-1-16	BOOTSTRAP1	NZ_JH724080.1	196609	197153	123	34
3-1-16	BOOTSTRAP1	NZ_JH724080.1	198643	199377	14	10
3-1-16	BOOTSTRAP1	NZ_JH724080.1	218104	218838	4	4
3-1-16	BOOTSTRAP1	NZ_JH724080.1	247177	247911	0	0
3-1-16	BOOTSTRAP1	NZ_JH724080.1	259942	260486	16	14
3-1-16	BOOTSTRAP1	NZ_JH724080.1	290857	291591	0	0
3-1-16	BOOTSTRAP1	NZ_JH724080.1	334280	335014	280	80
3-1-16	BOOTSTRAP1	NZ_JH724080.1	410206	410940	1549	447
3-1-16	BOOTSTRAP1	NZ_JH724080.1	424217	424761	34	14
3-1-16	BOOTSTRAP1	NZ_JH724080.1	465144	465878	0	0
3-1-16	BOOTSTRAP1	NZ_JH724080.1	576042	576776	0	0
3-1-16	BOOTSTRAP1	NZ_JH724080.1	583726	584270	16	8
3-1-16	BOOTSTRAP1	NZ_JH724081.1	65913	66647	0	0
3-1-16	BOOTSTRAP1	NZ_JH724081.1	128351	129085	0	0
3-1-16	BOOTSTRAP1	NZ_JH724081.1	161231	161965	0	0
3-1-16	BOOTSTRAP1	NZ_JH724081.1	196336	196880	26	12
3-1-16	BOOTSTRAP1	NZ_JH724081.1	308654	309388	995	285
3-1-16	BOOTSTRAP1	NZ_JH724081.1	333049	333783	0	0
3-1-16	BOOTSTRAP1	NZ_JH724081.1	346334	347068	0	0
3-1-16	BOOTSTRAP1	NZ_JH724081.1	360493	361227	1	1
3-1-16	BOOTSTRAP1	NZ_JH724081.1	361828	362372	1966	548
3-1-16	BOOTSTRAP1	NZ_JH724081.1	409540	410274	6	5
3-1-16	BOOTSTRAP1	NZ_JH724081.1	485886	486620	0	0
3-1-16	BOOTSTRAP1	NZ_JH724081.1	504763	505497	0	0
3-1-16	BOOTSTRAP1	NZ_JH724081.1	508475	509019	57	24
3-1-16	BOOTSTRAP1	NZ_JH724082.1	6999	7543	16	9
3-1-16	BOOTSTRAP1	NZ_JH724082.1	9923	10467	6	3
3-1-16	BOOTSTRAP1	NZ_JH724082.1	15792	16526	2	2
3-1-16	BOOTSTRAP1	NZ_JH724082.1	197654	198198	7	5
3-1-16	BOOTSTRAP1	NZ_JH724082.1	211583	212317	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	67578	68312	1	1
3-1-16	BOOTSTRAP2	NZ_JH724079.1	274534	275268	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	524767	525501	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	552265	552999	169	61
3-1-16	BOOTSTRAP2	NZ_JH724079.1	598995	599729	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	647503	648237	8	8
3-1-16	BOOTSTRAP2	NZ_JH724079.1	657177	657911	1940	1466
3-1-16	BOOTSTRAP2	NZ_JH724079.1	787220	787954	1	1
3-1-16	BOOTSTRAP2	NZ_JH724079.1	794357	795091	319	96
3-1-16	BOOTSTRAP2	NZ_JH724079.1	824145	824879	59	25
3-1-16	BOOTSTRAP2	NZ_JH724079.1	868394	869128	380	92
3-1-16	BOOTSTRAP2	NZ_JH724079.1	914721	915455	29	29
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1069096	1069830	196	62
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1144079	1144813	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1280280	1281014	956	956
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1432260	1432994	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1519955	1520689	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1591290	1591834	306	71
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1654364	1655098	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1706122	1706856	1	1
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1760420	1761531	1991	512
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1774169	1774903	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1900536	1901270	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	1953115	1953849	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2193257	2193991	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2201194	2201928	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2426945	2427679	45	21
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2450764	2451498	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2522236	2522970	2	2
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2612400	2613134	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2671944	2672678	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2672739	2673283	37	17
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2777994	2778819	111	72
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2800643	2802111	1858	494
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2810204	2810748	8	4
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2814259	2814993	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2845458	2846192	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2914172	2914906	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	2965860	2966594	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3009281	3009825	2667	687
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3189492	3190226	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3192465	3193199	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3229626	3230170	634	243
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3243529	3244263	207	79
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3264057	3264791	1	1
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3370840	3371894	316	95
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3423299	3424033	32	11
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3585192	3585926	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3624887	3625621	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3689041	3689775	4	2
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3690787	3691331	132	46
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3763406	3764140	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3813584	3814318	8	8
3-1-16	BOOTSTRAP2	NZ_JH724079.1	3982480	3983214	0	0
3-1-16	BOOTSTRAP2	NZ_JH724079.1	4000331	4000875	29	14
3-1-16	BOOTSTRAP2	NZ_JH724080.1	96489	97542	209	73
3-1-16	BOOTSTRAP2	NZ_JH724080.1	133931	134665	0	0
3-1-16	BOOTSTRAP2	NZ_JH724080.1	196609	197153	96	27
3-1-16	BOOTSTRAP2	NZ_JH724080.1	198643	199377	14	7
3-1-16	BOOTSTRAP2	NZ_JH724080.1	218104	218838	1	1
3-1-16	BOOTSTRAP2	NZ_JH724080.1	247177	247911	0	0
3-1-16	BOOTSTRAP2	NZ_JH724080.1	259942	260486	17	13
3-1-16	BOOTSTRAP2	NZ_JH724080.1	290857	291591	0	0
3-1-16	BOOTSTRAP2	NZ_JH724080.1	334280	335014	291	94
3-1-16	BOOTSTRAP2	NZ_JH724080.1	410206	410940	1588	511
3-1-16	BOOTSTRAP2	NZ_JH724080.1	424217	424761	33	14
3-1-16	BOOTSTRAP2	NZ_JH724080.1	465144	465878	0	0
3-1-16	BOOTSTRAP2	NZ_JH724080.1	576042	576776	0	0
3-1-16	BOOTSTRAP2	NZ_JH724080.1	583726	584270	5	4
3-1-16	BOOTSTRAP2	NZ_JH724081.1	65913	66647	0	0
3-1-16	BOOTSTRAP2	NZ_JH724081.1	128351	129085	0	0
3-1-16	BOOTSTRAP2	NZ_JH724081.1	161231	161965	0	0
3-1-16	BOOTSTRAP2	NZ_JH724081.1	196336	196880	23	12
3-1-16	BOOTSTRAP2	NZ_JH724081.1	308654	309388	1027	351
3-1-16	BOOTSTRAP2	NZ_JH724081.1	333049	333783	0	0
3-1-16	BOOTSTRAP2	NZ_JH724081.1	346334	347068	0	0
3-1-16	BOOTSTRAP2	NZ_JH724081.1	360493	361227	0	0
3-1-16	BOOTSTRAP2	NZ_JH724081.1	361828	362372	2023	502
3-1-16	BOOTSTRAP2	NZ_JH724081.1	409540	410274	5	4
3-1-16	BOOTSTRAP2	NZ_JH724081.1	485886	486620	0	0
3-1-16	BOOTSTRAP2	NZ_JH724081.1	504763	505497	2	2
3-1-16	BOOTSTRAP2	NZ_JH724081.1	508475	509019	51	22
3-1-16	BOOTSTRAP2	NZ_JH724082.1	6999	7543	19	8
3-1-16	BOOTSTRAP2	NZ_JH724082.1	9923	10467	5	3
3-1-16	BOOTSTRAP2	NZ_JH724082.1	15792	16526	0	0
3-1-16	BOOTSTRAP2	NZ_JH724082.1	197654	198198	3	1
3-1-16	BOOTSTRAP2	NZ_JH724082.1	211583	212317	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	67578	68312	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	274534	275268	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	524767	525501	4	2
3-1-16	BOOTSTRAP3	NZ_JH724079.1	552265	552999	193	75
3-1-16	BOOTSTRAP3	NZ_JH724079.1	598995	599729	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	647503	648237	10	10
3-1-16	BOOTSTRAP3	NZ_JH724079.1	657177	657911	1963	1504
3-1-16	BOOTSTRAP3	NZ_JH724079.1	787220	787954	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	794357	795091	309	103
3-1-16	BOOTSTRAP3	NZ_JH724079.1	824145	824879	56	24
3-1-16	BOOTSTRAP3	NZ_JH724079.1	868394	869128	356	108
3-1-16	BOOTSTRAP3	NZ_JH724079.1	914721	915455	17	17
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1069096	1069830	198	48
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1144079	1144813	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1280280	1281014	947	947
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1432260	1432994	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1519955	1520689	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1591290	1591834	291	82
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1654364	1655098	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1706122	1706856	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1760420	1761531	1963	497
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1774169	1774903	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1900536	1901270	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	1953115	1953849	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2193257	2193991	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2201194	2201928	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2426945	2427679	47	17
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2450764	2451498	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2522236	2522970	1	1
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2612400	2613134	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2671944	2672678	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2672739	2673283	36	19
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2777994	2778819	105	72
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2800643	2802111	1895	510
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2810204	2810748	18	7
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2814259	2814993	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2845458	2846192	1	1
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2914172	2914906	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	2965860	2966594	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3009281	3009825	2777	742
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3189492	3190226	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3192465	3193199	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3229626	3230170	639	268
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3243529	3244263	214	77
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3264057	3264791	1	1
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3370840	3371894	342	114
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3423299	3424033	34	13
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3585192	3585926	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3624887	3625621	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3689041	3689775	1	1
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3690787	3691331	98	40
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3763406	3764140	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3813584	3814318	3	3
3-1-16	BOOTSTRAP3	NZ_JH724079.1	3982480	3983214	0	0
3-1-16	BOOTSTRAP3	NZ_JH724079.1	4000331	4000875	27	11
3-1-16	BOOTSTRAP3	NZ_JH724080.1	96489	97542	212	79
3-1-16	BOOTSTRAP3	NZ_JH724080.1	133931	134665	0	0
3-1-16	BOOTSTRAP3	NZ_JH724080.1	196609	197153	106	34
3-1-16	BOOTSTRAP3	NZ_JH724080.1	198643	199377	15	9
3-1-16	BOOTSTRAP3	NZ_JH724080.1	218104	218838	0	0
3-1-16	BOOTSTRAP3	NZ_JH724080.1	247177	247911	0	0
3-1-16	BOOTSTRAP3	NZ_JH724080.1	259942	260486	17	14
3-1-16	BOOTSTRAP3	NZ_JH724080.1	290857	291591	0	0
3-1-16	BOOTSTRAP3	NZ_JH724080.1	334280	335014	299	80
3-1-16	BOOTSTRAP3	NZ_JH724080.1	410206	410940	1564	476
3-1-16	BOOTSTRAP3	NZ_JH724080.1	424217	424761	30	11
3-1-16	BOOTSTRAP3	NZ_JH724080.1	465144	465878	0	0
3-1-16	BOOTSTRAP3	NZ_JH724080.1	576042	576776	0	0
3-1-16	BOOTSTRAP3	NZ_JH724080.1	583726	584270	12	7
3-1-16	BOOTSTRAP3	NZ_JH724081.1	65913	66647	0	0
3-1-16	BOOTSTRAP3	NZ_JH724081.1	128351	129085	0	0
3-1-16	BOOTSTRAP3	NZ_JH724081.1	161231	161965	0	0
3-1-16	BOOTSTRAP3	NZ_JH724081.1	196336	196880	30	14
3-1-16	BOOTSTRAP3	NZ_JH724081.1	308654	309388	992	356
3-1-16	BOOTSTRAP3	NZ_JH724081.1	333049	333783	1	1
3-1-16	BOOTSTRAP3	NZ_JH724081.1	346334	347068	0	0
3-1-16	BOOTSTRAP3	NZ_JH724081.1	360493	361227	0	0
3-1-16	BOOTSTRAP3	NZ_JH724081.1	361828	362372	1989	503
3-1-16	BOOTSTRAP3	NZ_JH724081.1	409540	410274	4	2
3-1-16	BOOTSTRAP3	NZ_JH724081.1	485886	486620	0	0
3-1-16	BOOTSTRAP3	NZ_JH724081.1	504763	505497	0	0
3-1-16	BOOTSTRAP3	NZ_JH724081.1	508475	509019	57	28
3-1-16	BOOTSTRAP3	NZ_JH724082.1	6999	7543	15	8
3-1-16	BOOTSTRAP3	NZ_JH724082.1	9923	10467	2	1
3-1-16	BOOTSTRAP3	NZ_JH724082.1	15792	16526	0	0
3-1-16	BOOTSTRAP3	NZ_JH724082.1	197654	198198	1	1
3-1-16	BOOTSTRAP3	NZ_JH724082.1	211583	212317	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	67578	68312	2	2
3-1-16	BOOTSTRAP4	NZ_JH724079.1	274534	275268	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	524767	525501	3	2
3-1-16	BOOTSTRAP4	NZ_JH724079.1	552265	552999	158	57
3-1-16	BOOTSTRAP4	NZ_JH724079.1	598995	599729	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	647503	648237	9	9
3-1-16	BOOTSTRAP4	NZ_JH724079.1	657177	657911	2011	1543
3-1-16	BOOTSTRAP4	NZ_JH724079.1	787220	787954	1	1
3-1-16	BOOTSTRAP4	NZ_JH724079.1	794357	795091	323	110
3-1-16	BOOTSTRAP4	NZ_JH724079.1	824145	824879	50	24
3-1-16	BOOTSTRAP4	NZ_JH724079.1	868394	869128	373	98
3-1-16	BOOTSTRAP4	NZ_JH724079.1	914721	915455	13	13
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1069096	1069830	188	59
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1144079	1144813	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1280280	1281014	938	938
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1432260	1432994	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1519955	1520689	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1591290	1591834	323	86
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1654364	1655098	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1706122	1706856	1	1
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1760420	1761531	1945	489
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1774169	1774903	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1900536	1901270	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	1953115	1953849	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2193257	2193991	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2201194	2201928	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2426945	2427679	48	16
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2450764	2451498	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2522236	2522970	2	2
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2612400	2613134	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2671944	2672678	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2672739	2673283	28	14
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2777994	2778819	96	63
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2800643	2802111	1942	529
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2810204	2810748	13	6
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2814259	2814993	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2845458	2846192	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2914172	2914906	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	2965860	2966594	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3009281	3009825	2742	733
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3189492	3190226	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3192465	3193199	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3229626	3230170	632	237
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3243529	3244263	205	74
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3264057	3264791	2	2
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3370840	3371894	309	87
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3423299	3424033	42	17
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3585192	3585926	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3624887	3625621	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3689041	3689775	2	1
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3690787	3691331	118	42
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3763406	3764140	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3813584	3814318	4	4
3-1-16	BOOTSTRAP4	NZ_JH724079.1	3982480	3983214	0	0
3-1-16	BOOTSTRAP4	NZ_JH724079.1	4000331	4000875	24	9
3-1-16	BOOTSTRAP4	NZ_JH724080.1	96489	97542	203	68
3-1-16	BOOTSTRAP4	NZ_JH724080.1	133931	134665	0	0
3-1-16	BOOTSTRAP4	NZ_JH724080.1	196609	197153	119	38
3-1-16	BOOTSTRAP4	NZ_JH724080.1	198643	199377	14	10
3-1-16	BOOTSTRAP4	NZ_JH724080.1	218104	218838	3	3
3-1-16	BOOTSTRAP4	NZ_JH724080.1	247177	247911	0	0
3-1-16	BOOTSTRAP4	NZ_JH724080.1	259942	260486	10	6
3-1-16	BOOTSTRAP4	NZ_JH724080.1	290857	291591	0	0
3-1-16	BOOTSTRAP4	NZ_JH724080.1	334280	335014	311	92
3-1-16	BOOTSTRAP4	NZ_JH724080.1	410206	410940	1543	431
3-1-16	BOOTSTRAP4	NZ_JH724080.1	424217	424761	30	12
3-1-16	BOOTSTRAP4	NZ_JH724080.1	465144	465878	0	0
3-1-16	BOOTSTRAP4	NZ_JH724080.1	576042	576776	0	0
3-1-16	BOOTSTRAP4	NZ_JH724080.1	583726	584270	6	4
3-1-16	BOOTSTRAP4	NZ_JH724081.1	65913	66647	0	0
3-1-16	BOOTSTRAP4	NZ_JH724081.1	128351	129085	0	0
3-1-16	BOOTSTRAP4	NZ_JH724081.1	161231	161965	0	0
3-1-16	BOOTSTRAP4	NZ_JH724081.1	196336	196880	23	11
3-1-16	BOOTSTRAP4	NZ_JH724081.1	308654	309388	969	302
3-1-16	BOOTSTRAP4	NZ_JH724081.1	333049	333783	0	0
3-1-16	BOOTSTRAP4	NZ_JH724081.1	346334	347068	0	0
3-1-16	BOOTSTRAP4	NZ_JH724081.1	360493	361227	0	0
3-1-16	BOOTSTRAP4	NZ_JH724081.1	361828	362372	1977	472
3-1-16	BOOTSTRAP4	NZ_JH724081.1	409540	410274	8	5
3-1-16	BOOTSTRAP4	NZ_JH724081.1	485886	486620	0	0
3-1-16	BOOTSTRAP4	NZ_JH724081.1	504763	505497	1	1
3-1-16	BOOTSTRAP4	NZ_JH724081.1	508475	509019	62	24
3-1-16	BOOTSTRAP4	NZ_JH724082.1	6999	7543	14	5
3-1-16	BOOTSTRAP4	NZ_JH724082.1	9923	10467	9	6
3-1-16	BOOTSTRAP4	NZ_JH724082.1	15792	16526	1	1
3-1-16	BOOTSTRAP4	NZ_JH724082.1	197654	198198	7	5
3-1-16	BOOTSTRAP4	NZ_JH724082.1	211583	212317	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	67578	68312	1	1
3-1-16	BOOTSTRAP5	NZ_JH724079.1	274534	275268	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	524767	525501	5	4
3-1-16	BOOTSTRAP5	NZ_JH724079.1	552265	552999	171	59
3-1-16	BOOTSTRAP5	NZ_JH724079.1	598995	599729	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	647503	648237	8	8
3-1-16	BOOTSTRAP5	NZ_JH724079.1	657177	657911	1948	1475
3-1-16	BOOTSTRAP5	NZ_JH724079.1	787220	787954	3	3
3-1-16	BOOTSTRAP5	NZ_JH724079.1	794357	795091	316	116
3-1-16	BOOTSTRAP5	NZ_JH724079.1	824145	824879	60	28
3-1-16	BOOTSTRAP5	NZ_JH724079.1	868394	869128	361	96
3-1-16	BOOTSTRAP5	NZ_JH724079.1	914721	915455	23	23
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1069096	1069830	194	55
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1144079	1144813	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1280280	1281014	990	990
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1432260	1432994	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1519955	1520689	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1591290	1591834	328	86
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1654364	1655098	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1706122	1706856	3	3
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1760420	1761531	1956	456
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1774169	1774903	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1900536	1901270	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	1953115	1953849	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2193257	2193991	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2201194	2201928	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2426945	2427679	45	13
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2450764	2451498	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2522236	2522970	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2612400	2613134	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2671944	2672678	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2672739	2673283	36	14
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2777994	2778819	89	60
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2800643	2802111	1860	477
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2810204	2810748	16	6
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2814259	2814993	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2845458	2846192	1	1
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2914172	2914906	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	2965860	2966594	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	3009281	3009825	2679	707
3-1-16	BOOTSTRAP5	NZ_JH724079.1	3189492	3190226	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	3192465	3193199	0	0
3-1-16	BOOTSTRAP5	NZ_JH724079.1	3229626	3230170	686	273
3-1-16	BOOTSTRAP5	NZ_JH724079.1	3243529	3244263	184	72
